1105;Malachias
1106;Leonhardus
1107;Engelbrecht
1108;Cladius
1109;Theodor
1110;Luther
1111;Morten bisp
1112;Torkild
1113;Arcadius
1114;Frederik
1115;Leopold
1116;Othenius
1117;Anianus
1118;Hesychius
1119;Elisabeth
1120;Volkmarus
1121;Maria ofring
1122;Cecilia
1123;Clemens
1124;Chrysogonus
1125;Catharina
1126;Othenius
1127;Facindus
1128;Sophie, Magdalene
1129;Saturnius
1130;Andreas
1201;Arnold
1202;Bibiana
1203;Svend
1204;Barbara
1205;Sabina
1206;Nikolaus
1207;Agathon
1208;Maria undfangelse
1209;Rudolph
1210;Judith
1211;Damasus
1212;Epimachus
1213;Lucia
1214;Crispus
1215;Nikatius
1216;Lazarus
1217;Albina
1218;Lovise
1219;Nemesius
1220;Abraham
1221;Thomas
1222;Japetus
1223;Torlacus
1224;Adam, Alexandrine
1225;Juledag
1226;Lazarus
1227;Johannes evangeliets dag
1228;Børnedag
1229;Noa
1230;David
1231;Sylvester
