0101;Nyttårsdag
0102;Dagfinn, Dagfrid
0103;Alfred, Alf
0104;Roar, Roger
0105;Hanna, Hanne
0106;Aslaug, Åslaug
0107;Eldbjørg, Knut
0108;Turid, Torfinn
0109;Gunnar, Gunn
0110;Sigmund, Sigrun
0111;Børge, Børre
0112;Reinhard, Reinert
0113;Gisle, Gislaug
0114;Herbjørn, Herbjørg
0115;Laurits, Laura
0116;Hjalmar, Hilmar
0117;Anton, Tønnes, Tony
0118;Hildur, Hild
0119;Marius, Margunn
0120;Fabian, Sebastian, Bastian
0121;Agnes, Agnete
0122;Ivan, Vanja
0123;Emil, Emilie, Emma
0124;Joar, Jarle, Jarl
0125;Paul, Pål
0126;Øystein, Esten
0127;Gaute, Gurli, Gry
0128;Karl, Karoline
0129;Herdis, Hermod, Hermann
0130;Gunnhild, Gunda
0131;Agnes, Agnete
0201;Birte, Bjarte
0202;Jomar, Jostein
0203;Ansgar, Asgeir
0204;Veronika, Vera
0205;Agate, Ågot
0206;Dortea, Dorte
0207;Rikard, Rigmor, Riborg
0208;Åshild, Åsne
0209;Lone, Leikny
0210;Ingfrid, Ingrid
0211;Ingve, Yngve
0212;Randulf, Randi, Ronja
0213;Svanhild, Svanaug
0214;Hjørdis, Jardar
0215;Sigfred, Sigbjørn
0216;Julian, Juliane, Jill
0217;Aleksandra, Sandra, Sondre
0218;Frøydis, Frode
0219;Ella, Elna
0220;Halldis, Halldor
0221;Samuel, Selma, Celine
0222;Tina, Tim
0223;Torstein, Torunn
0224;Mattias,Mattis, Mats
0225;Viktor, Viktoria
0226;Inger, Ingjerd
0227;Laila, Lill
0228;Marina, Maren
0229;Ingen namnedag
0301;Halldis, Halldor
0302;Erna, Ernst
0303;Gunnbjørg, Gunnveig
0304;Ada, Adrian
0305;Patrick, Patricia
0306;Annfrid, Andor
0307;Arild, Are
0308;Beate, Betty, Bettina
0309;Sverre, Sindre
0310;Edel, Edle
0311;Edvin, Tale
0312;Gregor, Gro
0313;Greta, Grete
0314;Mathilde, Mette
0315;Christel, Christer, Chris
0316;Gudmund, Gudny
0317;Gjertrud, Trude
0318;Aleksander, Sander, Edvard
0319;Josef, Josefine
0320;Joakim, Kim
0321;Bendik, Bengt, Bent
0322;Paula, Pauline
0323;Gerda, Gerd
0324;Ulrikke, Rikke
0325;Maria, Marie, Mari
0326;Gabriel, Glenn
0327;Rudolf, Rudi
0328;Åsta, Åste
0329;Jonas, Jonatan
0330;Holger, Olga
0331;Vebjørn, Vegard
0401;Aron, Arve, Arvid
0402;Sigvard, Sivert
0403;Gunnvald, Gunvor
0404;Nanna, Nancy, Nina
0405;Irene, Eirin, Eiril
0406;Åsmund, Asmund
0407;Oddveig, Oddvin
0408;Asle, Atle
0409;Rannveig, Rønnaug
0410;Ingvald, Ingveig
0411;Ylva, Ulf
0412;Julius, Julie
0413;Asta, Astrid
0414;Ellinor, Nora
0415;Oda, Odin, Odd
0416;Magnus, Mons
0417;Elise, Else, Elsa
0418;Eilen, Eilert
0419;Arnfinn, Arnstein
0420;Kjellaug, Kjellrun
0421;Jeanette, Jannike
0422;Oddgeir, Oddny
0423;Georg, Jørgen, Jørn
0424;Albert, Olaug
0425;Markus, Mark
0426;Terese, Tea
0427;Charles, Charlotte, Lotte
0428;Vivi, Vivian
0429;Toralf, Torolf
0430;Gina, Gitte
0501;Filip, Valborg
0502;Åsa, Åse
0503;Gjermund, Gøril
0504;Monika, Mona
0505;Gudbrand, Gullborg
0506;Guri, Gyri
0507;Maia, Mai, Maiken
0508;Åge, Åke
0509;Kasper, Jesper
0510;Gina, Gitte
0511;Magda, Malvin
0512;Normann, Norvald
0513;Linda, Line, Linn
0514;Kristian, Kristen, Karsten
0515;Hallvard, Halvor
0516;Sara, Siren
0517;Harald, Ragnhild
0518;Eirik, Erik, Erika
0519;Torjus, Torje, Truls
0520;Bjørnar, Bjørnhild
0521;Helene, Ellen, Eli
0522;Henning, Henny
0523;Oddleif, Oddlaug
0524;Ester, Iris
0525;Ragna, Ragnar
0526;Annbjørg, Annlaug
0527;Katinka, Cato
0528;Vilhelm, William, Willy
0529;Magnar, Magnhild
0530;Gard, Geir
0531;Pernille, Preben
0601;June, Juni
0602;Runa, Runar, Rune
0603;Rasmus, Rakel
0604;Heidi, Heid
0605;Torbjørg, Torbjørn, Torben
0606;Gustav, Gyda
0607;Robert, Robin
0608;Renate, René
0609;Gard, Geir
0610;Ingolf, Ingunn
0611;Borgar, Bjørge, Bjørg
0612;Sigfrid, Sigrid, Siri
0613;Tone, Tonje, Tanja
0614;Erlend, Erland
0615;Vigdis, Viggo
0616;Torhild, Toril, Tiril
0617;Botolv, Bodil
0618;Bjarne, Bjørn
0619;Erling, Elling
0620;Salve, Sølve, Sølvi
0621;Agnar, Annar
0622;Håkon, Maud
0623;Elfrid, eldrid
0624;Johannes, Jon, Hans
0625;Jørund, Jorunn
0626;Jenny, Jonny
0627;Aina, Ina, Ine
0628;Lea, Leo, Leon
0629;Peter, Petter, Per
0630;Solbjørg, Solgunn
0701;Ask, Embla
0702;Kjartan, Kjellfrid
0703;Andrea, Andrine, André
0704;Ulrik, Ulla
0705;Mirjam, Mina
0706;Torgrim, Torgunn
0707;Håvard, Hulda
0708;Sunniva, Synnøve, Synne
0709;Gøran, Jøran, Ørjan
0710;Anita, Anja
0711;Kjetil, Kjell
0712;Elias, Eldar
0713;Mildrid, Melissa, Mia
0714;Solfrid, Solrun
0715;Oddmund, Oddrun
0716;Susanne, Sanna
0717;Guttorm, Gorm
0718;Arnulf, Ørnulf
0719;Gerhard, Gjert
0720;Margareta, Margit, Marit
0721;Johanne, Janne, Jane
0722;Malene, Malin, Mali
0723;Brita, Brit, Britt
0724;Kristine, Kristin, Kristi
0725;Jakob, Jack, Jim
0726;Anna, Anne, Ane
0727;Marita, Rita
0728;Reidar, Reidun
0729;Olav, Ola, Ole
0730;Aurora, Audhild, Aud
0731;Elin, Eline
0801;Peder, Petra
0802;Karen, Karin
0803;Oline, Oliver, Olve
0804;Arnhild, Arna, Arne
0805;Osvald, Oskar
0806;Gunnlaug, Gunnleiv
0807;Didrik, Doris
0808;Evy, Yvonne
0809;Ronald, Ronny
0810;Lorents, Lars, Lasse
0811;Torvald, Tarald
0812;Klara, Camilla
0813;Anny, Anine, Ann
0814;Hallgeir, Hallgjerd
0815;Margot, Mary, Marielle
0816;Brynjulf, Brynhild
0817;Verner, Wenche
0818;Evy, Yvonne
0819;Sigvald, Sigve
0820;Bernhard, Bernt
0821;Ragnvald, Ragni
0822;Harriet, Harry
0823;Signe, Signy
0824;Belinda, Bertil
0825;Ludvig, Lovise, Lousie
0826;Øyvind, Eivind, Even
0827;Roald, Rolf
0828;Artur, August
0829;Johan, Jone, Jo
0830;Benjamin, Ben
0831;Berta, Berte
0901;Solveig, Solvor
0902;Lisa, Lise, Liss
0903;Alise, Alvhild, Vilde
0904;Ida, Idar
0905;Brede, Brian, Njål
0906;Sollaug, Siril, Siv
0907;Regine, Rose
0908;Amalie, Alma, Allan
0909;Trygve, Tyra, Trym
0910;Tord, Tor
0911;Dagny, Dag
0912;Jofrid, Jorid
0913;Stian, Stig
0914;Ingebjørg, Ingeborg
0915;Aslak, Eskil
0916;Lillian, Lilly
0917;Hildebjørg, Hildegunn
0918;Henriette, Henry
0919;Konstanse, Connie
0920;Tobias, Tage
0921;Trine, Trond
0922;Kyrre, Kåre
0923;Snorre, Snefrid
0924;Jan, Jens
0925;Ingvar, Yngvar
0926;Einar, Endre
0927;Dagmar, Dagrun
0928;Lena, Lene
0929;Mikael, Mikal, Mikkel
0930;Helga, Helge, Hege
1001;Rebekka, Remi
1002;Live, Liv
1003;Evald, Evelyn
1004;Frans, Frank
1005;Brynjar, Boye, Bo
1006;Målfrid, Møyfrid
1007;Birgitte, Birgit, Berit
1008;Benedikte, Bente
1009;Leidulf, Leif
1010;Fridtjof, Frida, Frits
1011;Kevin, Kennet, Kent
1012;Valter, Vibeke
1013;Torgeir, Terje, Tarjei
1014;Kaia, Kai
1015;Hedvig, Hedda
1016;Flemming, Finn
1017;Marta, Marte
1018;Kjersti, Kjerstin
1019;Tora, Tore
1020;Henrik, Heine, Henrikke
1021;Bergljot, Birger
1022;Karianne, Karine, Kine
1023;Severin, Søren
1024;Eilif, Eivor
1025;Margrete, Merete, Märtha
1026;Amandus, Amanda
1027;Sturla, Sture
1028;Simon, Simen
1029;Noralf, Norunn
1030;Aksel, Ånund, Ove
1031;Edit, Edna
1101;Veslemøy, Vetle
1102;Tove, Tuva
1103;Raymond, Roy
1104;Otto, Ottar
1105;Egil, Egon
1106;Leonard, Lennart
1107;Ingebrigt, Ingelin
1108;Ingvild, Yngvild
1109;Tordis, Teodor
1110;Gudbjørg, Gudveig
1111;Martin, Morten, Martine
1112;Torkjell, Torkil
1113;Kirsten, Kirsti
1114;Fredrik, Fred, Freddy
1115;Oddfrid, Oddvar
1116;Edmund, Edgar
1117;Hugo, Hogne, Hauk
1118;Magne, Magny
1119;Elisabeth, Lisbet
1120;Halvdan, Helle
1121;Mariann, Marianne
1122;Cecilie, Silje, Sissel
1123;Klement, Klaus
1124;Gudrun, Guro
1125;Katarina, Katrine, Kari
1126;Edmund, Edgar
1127;Torlaug, Torleif
1128;Ruben, Rut
1129;Sofie, Sonja
1130;Andreas, Anders
1201;Arnold, Arnljot, Arnt
1202;Borghild, Borgny, Bård
1203;Sveinung, Svein
1204;Barbara, Barbro
1205;Stine, Ståle
1206;Nils, Nikolai
1207;Hallfrid, Hallstein
1208;Marlene, Marion, Morgan
1209;Anniken, Annette
1210;Judit, Jytte
1211;Daniel, Dan
1212;Pia, Peggy
1213;Lucia, Lydia
1214;Steinar, Stein
1215;Hilda, Hilde
1216;Oddbjørg, Oddbjørn
1217;Inga, Inge
1218;Kristoffer, Kate
1219;Iselin, Isak
1220;Abraham, Amund
1221;Tomas, Tom, Tommy
1222;Ingemar, Ingar
1223;Sigurd, Sjur
1224;Adam, Eva
1225;Første juledag
1226;Oddbjørg, Oddbjørn
1227;Narve, Natalie
1228;Unni, Une, Unn
1229;Vidar, Vemund
1230;David, Diana, Dina
1231;Sylfest, Sylvia, Sylvi
